internal_id,string_external_id,abundance
6883359,b2704,2.69
6884289,b3717,0.004
6882906,b2204,0.032
6882928,b2226,0.094
6882909,b2207,0.233
6882235,b1478,160
6880899,b0016,0.16
6882588,b1847,285
6882430,b1687,54.8
6884446,b3903,0.002
6883056,b2364,0.205
6882397,b1652,6.25
6883608,b2982,0.26
6881502,b0688,329
6881929,b1138,0.439
6884444,b3901,0
6882879,b2174,0.798
6881408,b0580,0
6881887,b1096,6.39
6884407,b3863,151
6883857,b3253,315
6884224,b3645,0.162
6882252,b1495,2.23
6882065,b1287,3.56
6884313,b3741,18.9
6881601,b0800,156
6883458,b2805,17.8
6883118,b2433,0
6883597,b2964,9.62
6884650,b4127,26.6
6884280,b3708,784
6884378,b3826,20.9
6882799,b2086,37.2
6884470,b3929,313
6884503,b3963,34.9
6881765,b0965,391
6881901,b1110,4.23
6883112,b2427,0.445
6881516,b0707,5.88
6883285,b2605,0.031
6881673,b0872,0.65
6884426,b3883,0.027
6882094,b1316,0.244
6883883,b3290,8.81
6881130,b0272,5.29
6881552,b0751,2.27
6881584,b0783,124
6884688,b4169,1.11
6883286,b2606,1296
6883778,b3169,580
6883416,b2761,0.12
6883332,b2670,3.09
6881705,b0905,9.95
6882444,b1701,0.676
6881873,b1082,55.4
6884512,b3981,27.3
6884548,b4021,83.8
6882798,b2085,17.7
6881354,b0517,0.232
6883158,b2473,23.8
6881702,b0902,56.1
6882836,b2129,4.68
6882408,b1663,11.7
6881093,b0225,0.427
6882513,b1772,0.043
6881046,b0170,2587
6882476,b1735,1.02
6884658,b4136,0.776
6884329,b3765,0
6884567,b4041,95.1
6882794,b2079,38.4
6881642,b0841,0.127
6881886,b1095,169
6882880,b2175,4.14
6881257,b0414,42.0
6881621,b0820,60.3
6884527,b3996,11.5
6882016,b1236,330
6881987,b1204,42.4
6881081,b0211,0.586
6883966,b3375,2.95
6883570,b2936,41.0
6881636,b0835,11.9
6882054,b1276,304
6882842,b2135,3.36
6884276,b3704,21.2
6882563,b1822,4.93
6882050,b1272,70.9
6882702,b1976,62.4
6881172,b0320,0.304
6884731,b4213,79.9
6883870,b3267,0
6883488,b2838,15.7
6884773,b4261,21.1
6882727,b2011,7.87
6881184,b0334,122
6882277,b1524,1.88
6884676,b4154,124
6882768,b2053,3.75
6882325,b1580,11.7
6880987,b0110,24.2
6883323,b2661,242
6882102,b1325,25.4
6882864,b2159,12.1
6882834,b2127,6.02
6884523,b3992,29.1
6880928,b0046,15.9
6883834,b3228,200
6883092,b2407,0.201
6881266,b0423,22.6
6882988,b2289,15.3
6884468,b3927,12.5
6881537,b0729,1478
6882222,b1463,0.062
6884433,b3890,0.003
6884255,b3677,19.3
6882080,b1302,0.427
6881760,b0960,1.33
6883661,b3042,265
6884585,b4059,356
6884703,b4184,0
6884414,b3871,247
6882959,b2260,0.503
6884062,b3477,0.005
6883054,b2362,0.012
6883304,b2627,0.649
6883757,b3148,0.538
6881024,b0147,3.79
6883995,b3404,1.07
6883761,b3152,15.2
6883751,b3142,0.005
6883456,b2803,3.27
6881616,b0815,1.25
6881991,b1208,17.5
6884675,b4153,182
6882561,b1820,1.65
6884244,b3666,0.725
6881598,b0797,7.71
6884725,b4207,514
6881448,b0621,1.25
6882958,b2259,44.9
6881097,b0231,0.13
6883049,b2354,0.04
6882660,b1925,4.57
6884596,b4070,5.95
6882830,b2123,0.19
6884208,b3629,0.799
6883417,b2762,138
6884185,b3606,5.0
6883334,b2672,199
6882380,b1635,619
6881430,b0602,0.587
6881608,b0807,11.1
6881838,b1046,3.35
6884856,b4360,56.5
6881145,b0289,0.353
6884140,b3560,268
6883571,b2937,191
6882729,b2013,0.075
6883580,b2947,129
6884600,b4074,0.044
6882852,b2147,7.4
6884966,b4546,0.303
6881191,b0341,0.552
6882884,b2179,1.23
6884252,b3674,1.98
6884914,b4465,0
6882033,b1255,20.2
6884539,b4012,2.1
6882189,b1426,367
6880973,b0094,87.9
6882195,b1432,0.002
6881291,b0448,1.94
6884481,b3940,45.0
6883549,b2912,4.31
6884609,b4083,0.141
6880941,b0061,0.015
6884755,b4241,2.16
6884005,b3414,514
6883524,b2886,0.014
6884612,b4086,0.009
6883066,b2374,0.237
6882022,b1244,21.3
6881795,b0996,0.083
6880896,b0013,0.003
6883681,b3063,0.522
6882832,b2125,4.59
6884563,b4036,99.0
6884173,b3593,0.476
6882281,b1528,0.064
6881195,b0345,5.67
6883535,b2897,58.1
6883896,b3303,4349
6884339,b3779,9.27
6881605,b0804,29.5
6884045,b3460,2895
6883385,b2730,1.46
6883133,b2448,0
6883716,b3099,60.6
6884219,b3640,115
6881515,b0706,1.42
6882661,b1926,0
6883380,b2725,0.586
6882052,b1274,89.1
6881091,b0223,9.41
6882151,b1383,4.26
6881733,b0933,0.194
6883882,b3289,24.7
6882813,b2102,0.046
6884971,b4553,0
6882523,b1782,71.4
6881169,b0317,0
6882154,b1386,0.074
6882911,b2209,19.6
6882322,b1573,0.014
6884647,b4124,5.05
6884640,b4117,1.11
6883405,b2750,15.6
6883803,b3196,0.873
6883523,b2883,0.966
6882721,b2004,0
6881983,b1200,270
6881176,b0325,943
6881021,b0144,2.76
6881606,b0805,44.6
6881465,b0640,1.28
6883969,b3378,11.0
6881089,b0221,50.7
6880975,b0096,29.5
6881393,b0565,432
6884031,b3446,0
6882566,b1825,4.73
6881827,b1035,159
6883145,b2460,0.777
6880962,b0083,2.55
6884508,b3972,28.4
6882999,b2300,94.8
6881048,b0172,876
6883765,b3156,232
6883810,b3203,3322
6881305,b0463,181
6883984,b3393,0
6884073,b3488,0.616
6882797,b2082,0
6883962,b3369,0
6882857,b2152,0.104
6883822,b3215,0.017
6881186,b0336,3.47
6882230,b1473,0
6881989,b1206,1.41
6881628,b0827,73.6
6881161,b0308,4.08
6884304,b3732,2184
6882554,b1813,6.85
6881917,b1126,50.1
6882273,b1520,3.95
6881708,b0908,131
6881146,b0290,2.59
6881585,b0784,36.1
6884233,b3654,0.135
6881127,b0269,1.36
6882942,b2243,11.4
6882462,b1719,397
6884553,b4026,0
6884240,b3662,0.005
6882192,b1429,1.44
6883626,b3002,13.7
6882983,b2284,83.0
6883704,b3087,101
6882623,b1882,379
6884362,b3807,88.4
6880995,b0118,1383
6884614,b4088,32.4
6882771,b2056,0.367
6883667,b3049,13.6
6882707,b1985,1.0
6882993,b2294,480
6884635,b4112,1.72
6882058,b1280,12.2
6883067,b2375,0.198
6884406,b3862,0.943
6881824,b1029,0
6881974,b1191,7.86
6882845,b2140,1.2
6882685,b1955,139
6884942,b4511,19.5
6881891,b1100,13.4
6884098,b3516,0.012
6882447,b1704,19.2
6881954,b1168,0.007
6884657,b4135,187
6882907,b2205,0.048
6881026,b0149,14.2
6883451,b2798,7.58
6881433,b0605,2892
6884317,b3745,5.91
6884312,b3740,17.4
6884977,b4565,151
6882015,b1235,4.79
6883046,b2350,0.015
6882767,b2052,4.29
6884436,b3893,10.3
6884416,b3873,8.46
6883989,b3398,3.17
6883903,b3310,1770
6884270,b3698,201
6883994,b3403,846
6883650,b3030,5.54
6884009,b3418,51.6
6883182,b2497,14.0
6882779,b2064,8.33
6882415,b1672,0.096
6884743,b4226,1335
6881755,b0955,3.43
6884423,b3880,0.005
6881952,b1166,0
6882044,b1266,5.22
6882172,b1406,337
6883369,b2714,1.82
6883017,b2318,3.48
6881846,b1055,9.41
6883087,b2398,0.273
6883485,b2835,0.104
6884599,b4073,0.812
6881086,b0217,0.211
6884873,b4380,1.76
6882547,b1806,16.8
6883023,b2324,3.26
6883433,b2780,132
6882298,b1546,0.045
6882870,b2165,5.11
6883718,b3101,1.1
6882518,b1777,38.6
6884912,b4463,0.212
6881255,b0412,5.24
6881288,b0445,0.816
6880916,b0034,0
6882099,b1322,10.7
6880937,b0055,13.7
6882827,b2119,0.67
6882041,b1263,225
6883598,b2965,4.11
6881391,b0560,0
6884907,b4428,0
6882711,b1991,3.67
6884202,b3623,16.0
6883638,b3018,10.8
6884412,b3869,17.4
6883874,b3279,128
6881333,b0491,3.14
6881899,b1108,346
6882136,b1360,1.05
6884088,b3506,217
6884533,b4002,68.8
6882769,b2054,0.013
6881092,b0224,1.18
6884641,b4118,0.451
6881029,b0152,0.473
6880955,b0075,0
6883071,b2379,25.4
6882369,b1624,51.7
6883203,b2518,2590
6882885,b2180,1.71
6883992,b3401,200
6884345,b3786,14.3
6882924,b2222,4.12
6882338,b1593,34.4
6882068,b1290,3.59
6883922,b3329,0.082
6883624,b2998,5.72
6883348,b2688,48.5
6883696,b3079,0
6881015,b0138,3.57
6884613,b4087,1.07
6881313,b0471,1417
6882815,b2104,240
6881049,b0173,1.35
6881893,b1102,12.5
6882403,b1658,198
6884376,b3824,0.057
6883248,b2563,15.3
6883251,b2566,26.0
6884920,b4471,4.72
6884408,b3865,147
6884968,b4548,0
6882168,b1400,25.7
6882627,b1886,274
6883642,b3022,0.83
6883062,b2370,1.48
6882594,b1853,16.9
6882295,b1542,0.499
6884283,b3711,0.163
6881581,b0780,2.12
6881849,b1058,0
6882917,b2215,371
6884149,b3569,0.107
6882782,b2067,0.646
6881374,b0541,0
6884947,b4517,80.8
6884561,b4034,1391
6882382,b1637,204
6882086,b1308,190
6883432,b2779,2567
6882206,b1444,653
6881412,b0584,99.3
6883345,b2685,6.42
6881542,b0734,151
6883448,b2795,38.1
6883688,b3071,38.6
6882089,b1311,0
6884101,b3519,1.72
6884179,b3600,275
6884601,b4075,0
6881420,b0592,34.4
6881664,b0863,640
6882652,b1917,79.2
6884229,b3650,18.6
6883438,b2785,0.739
6882872,b2167,36.8
6883514,b2874,3.85
6883629,b3006,99.6
6881496,b0682,0.008
6882042,b1264,162
6883777,b3168,320
6883717,b3100,21.7
6882435,b1692,0.629
6881001,b0124,50.3
6881541,b0733,316
6884844,b4348,1.93
6882055,b1277,34.1
6884895,b4402,0
6884816,b4315,0.033
6884594,b4068,159
6883935,b3342,570
6883103,b2418,51.7
6882359,b1614,364
6882107,b1330,16.8
6883498,b2848,0
6881735,b0935,0.381
6884579,b4053,11.7
6883400,b2745,23.0
6882560,b1819,286
6884525,b3994,64.4
6884804,b4302,65.9
6882659,b1924,46.7
6883532,b2894,1.39
6883475,b2825,0
6881394,b0566,0.062
6884180,b3601,2.26
6881771,b0972,2.18
6881693,b0893,403
6882631,b1890,13.6
6882438,b1695,0.416
6884742,b4225,0.902
6883173,b2488,0
6881688,b0888,297
6884818,b4317,0.448
6883764,b3155,0.438
6883010,b2311,13.4
6881985,b1202,0.076
6884608,b4082,0.475
6883442,b2789,1.55
6882970,b2271,0.176
6884261,b3686,54.6
6883314,b2637,0
6882475,b1734,0.111
6882568,b1827,227
6880985,b0108,0
6881657,b0856,0.477
6884197,b3618,4.67
6881068,b0192,8.63
6882018,b1238,22.0
6881742,b0942,0.019
6881659,b0858,0.012
6883273,b2592,544
6884052,b3467,9.94
6883949,b3356,79.5
6884342,b3783,1133
6884752,b4238,12.5
6882214,b1452,247
6882544,b1803,0
6883676,b3058,9.97
6884198,b3619,554
6881357,b0521,0
6881233,b0388,55.8
6882655,b1920,2629
6881289,b0446,0
6882383,b1638,197
6884245,b3667,0.056
6884003,b3412,12.9
6884491,b3951,0.633
6881450,b0623,2209
6881666,b0865,113
6882012,b1232,155
6882498,b1757,25.0
6884716,b4197,0.225
6884604,b4078,0.01
6883804,b3197,46.7
6881261,b0418,2.88
6881837,b1045,118
6881787,b0988,0
6883976,b3385,69.4
6881568,b0767,405
6882040,b1262,136
6881815,b1019,0.344
6884215,b3636,1004
6882645,b1907,0.003
6881306,b0464,0.936
6883649,b3029,331
6880957,b0077,140
6883468,b2818,30.9
6882452,b1709,2.25
6883068,b2376,0
6883641,b3021,4.68
6882143,b1375,2.48
6883987,b3396,4.72
6881800,b1001,2.95
6882688,b1958,6.51
6881275,b0432,142
6881321,b0479,0.535
6882552,b1811,0.155
6882546,b1805,28.5
6883154,b2469,0.115
6883694,b3077,0.003
6883153,b2468,3.79
6881355,b0518,0.014
6881183,b0333,55.4
6882555,b1814,15.5
6884498,b3958,9.43
6881942,b1155,0
6884037,b3452,0
6881405,b0577,4.37
6884445,b3902,0.353
6882135,b1359,0
6881782,b0983,1.37
6884661,b4139,401
6881805,b1007,0
6884575,b4049,32.2
6881470,b0645,0.053
6884163,b3583,0
6882487,b1746,10.4
6882855,b2150,2407
6883586,b2953,7.12
6881558,b0757,85.1
6882370,b1625,22.4
6884054,b3469,15.3
6883916,b3323,0.066
6883296,b2618,6.78
6881340,b0498,0.102
6880994,b0117,0.004
6884066,b3481,52.8
6883021,b2322,0
6884946,b4516,0.014
6883435,b2782,2.75
6881969,b1186,15.1
6881109,b0246,2.91
6881379,b0547,0
6883090,b2405,0.103
6883636,b3014,0.742
6883687,b3070,34.6
6882421,b1678,81.6
6881681,b0880,469
6884070,b3485,0.423
6882287,b1534,0.765
6882480,b1739,567
6881643,b0842,0.432
6881362,b0526,158
6883174,b2489,0.009
6882053,b1275,67.3
6883108,b2423,0.628
6884201,b3622,0.085
6882562,b1821,0.006
6881507,b0695,3.52
6884258,b3680,0.381
6884521,b3990,0.709
6883275,b2594,57.0
6884395,b3846,248
6882784,b2069,2.37
6884581,b4055,55.2
6884514,b3983,1006
6882392,b1647,197
6883787,b3180,580
6883505,b2865,7.64
6884390,b3839,27.2
6882091,b1313,0.131
6881576,b0775,1.13
6883165,b2480,655
6883202,b2517,28.4
6881114,b0251,0.138
6884343,b3784,0.349
6883587,b2954,86.9
6881767,b0967,20.1
6881711,b0911,1667
6883548,b2910,129
6881137,b0280,0.052
6883195,b2510,3.78
6882530,b1789,0
6881564,b0763,262
6884861,b4365,0
6881370,b0534,0
6883162,b2477,208
6884479,b3938,570
6884868,b4375,53.9
6883055,b2363,0
6884266,b3691,0.201
6882418,b1675,28.9
6881510,b0698,0.004
6882703,b1978,0
6884607,b4081,0.208
6881286,b0443,101
6884972,b4554,123
6884913,b4464,0.509
6884251,b3673,0
6883047,b2351,19.2
6881472,b0647,0
6884007,b3416,7.53
6881418,b0590,0.12
6883355,b2700,51.5
6884430,b3887,83.9
6882414,b1671,0.066
6884758,b4244,1598
6882987,b2288,114
6881271,b0428,1.53
6884961,b4539,0
6881062,b0186,5.14
6881223,b0378,3.32
6883875,b3280,9.66
6881043,b0167,18.0
6882564,b1823,4383
6884955,b4529,0
6883287,b2607,11.8
6884649,b4126,12.7
6884035,b3450,45.4
6882129,b1352,0.941
6883674,b3056,14.1
6884645,b4122,23.8
6884335,b3773,1.19
6880969,b0090,15.0
6884808,b4306,0.384
6882357,b1612,241
6882484,b1743,268
6881011,b0134,676
6883105,b2420,0.002
6882275,b1522,0.023
6884853,b4357,0.228
6884188,b3609,2126
6883680,b3062,2.29
6883328,b2666,0
6881413,b0585,14.0
6881149,b0293,0.338
6884319,b3747,0.893
6881376,b0544,0.772
6884582,b4056,26.9
6881190,b0340,0.442
6883060,b2368,0.004
6883357,b2702,0.101
6883790,b3183,182
6883211,b2526,32.2
6881437,b0610,158
6883648,b3028,162
6881307,b0465,3.97
6884848,b4352,34.5
6882479,b1738,83.0
6884093,b3511,70.4
6884332,b3770,135
6882344,b1599,0
6882725,b2009,101
6883853,b3249,0.557
6883574,b2940,0.034
6883749,b3140,0
6881136,b0279,0
6883779,b3170,26.4
6882964,b2265,1.06
6881164,b0312,8.29
6884493,b3953,0.014
6884734,b4216,253
6881214,b0366,0.14
6883993,b3402,0.022
6882178,b1412,141
6881630,b0829,4.97
6882833,b2126,1.02
6883161,b2476,611
6883904,b3311,429
6881066,b0190,4.6
6881005,b0128,0
6881458,b0633,25.3
6882614,b1873,0.375
6884664,b4142,2645
6883180,b2495,129
6881806,b1008,0
6884828,b4327,1.89
6882326,b1581,45.5
6882218,b1457,0.554
6884440,b3897,8.5
6884969,b4550,0
6883871,b3269,0.276
6881072,b0196,41.9
6883731,b3118,8.62
6882343,b1598,1.96
6883278,b2598,0
6884151,b3571,0.296
6884060,b3475,1.53
6882497,b1756,0.928
6881358,b0522,17.4
6884050,b3465,8.75
6883664,b3045,0.148
6882598,b1857,3180
6883124,b2439,21.0
6881002,b0125,193
6884923,b4474,0.144
6882754,b2039,185
6883489,b2839,8.67
6884774,b4262,14.3
6883829,b3223,6.55
6881611,b0810,21.6
6883022,b2323,887
6884741,b4224,0
6881174,b0323,0.014
6883526,b2888,0.621
6881079,b0209,10.2
6880970,b0091,38.9
6884529,b3998,12.6
6882190,b1427,27.8
6884350,b3791,19.6
6881012,b0135,0.002
6884565,b4039,9.02
6881696,b0896,0.579
6882858,b2153,699
6883324,b2662,225
6883772,b3163,22.9
6884083,b3500,83.4
6883622,b2996,4.83
6884622,b4097,20.1
6881407,b0579,43.9
6881028,b0151,15.7
6884886,b4393,210
6883452,b2799,45.4
6884956,b4532,0.021
6884866,b4373,3.45
6881222,b0377,0.829
6884485,b3944,0.065
6881556,b0755,2376
6882193,b1430,165
6883082,b2390,0
6884631,b4108,122
6882025,b1247,21.7
6883264,b2579,846
6881718,b0918,173
6881105,b0241,17.9
6882303,b1552,12.3
6882915,b2213,0.021
6883326,b2664,0.926
6883232,b2547,0.326
6884803,b4301,0.712
6881409,b0581,26.9
6884184,b3605,47.9
6882496,b1755,2.69
6882985,b2286,240
6884932,b4483,3.84
6882407,b1662,142
6883869,b3266,2.77
6882440,b1697,1.81
6881921,b1130,362
6881077,b0207,62.3
6884136,b3556,319
6883873,b3271,0.042
6882584,b1843,0.743
6883628,b3005,117
6881115,b0252,0.208
6884322,b3750,2.51
6882342,b1597,0.036
6881471,b0646,0.015
6884011,b3422,0.82
6884439,b3896,0.205
6881860,b1069,5.21
6882826,b2118,1.03
6883813,b3206,6.02
6882969,b2270,0.061
6884047,b3462,29.3
6884757,b4243,1605
6881445,b0618,0.28
6881140,b0284,0.113
6883726,b3113,34.5
6881567,b0766,8.15
6883923,b3330,0
6883177,b2492,0.155
6882700,b1973,110
6884538,b4011,0.002
6883909,b3316,3113
6884028,b3442,0.369
6883031,b2332,0.001
6881273,b0430,11.9
6881637,b0836,0.381
6883891,b3298,2654
6881734,b0934,0.003
6881260,b0417,34.4
6882684,b1953,85.9
6884674,b4152,25.0
6884302,b3730,72.9
6881905,b1114,27.6
6883179,b2494,56.5
6882429,b1686,22.6
6881804,b1006,0
6883109,b2424,1.01
6882601,b1860,12.4
6884965,b4544,0
6883700,b3083,0.624
6881916,b1125,1.68
6881274,b0431,46.3
6881020,b0143,18.0
6884209,b3630,4.35
6884747,b4232,131
6884371,b3819,0.005
6882249,b1492,120
6883311,b2634,0
6884598,b4072,1.61
6884770,b4258,205
6884652,b4129,133
6883482,b2832,0.169
6881930,b1139,1.13
6883367,b2712,0.577
6881202,b0352,10.1
6881807,b1009,0.039
6880898,b0015,99.6
6883577,b2944,0.644
6883263,b2578,0
6883930,b3337,0
6884123,b3542,3.3
6882160,b1392,0.195
6882742,b2026,58.5
6884636,b4113,47.9
6881994,b1211,15.5
6883134,b2449,1.68
6883955,b3362,192
6883014,b2315,27.2
6883224,b2539,0
6881443,b0616,0.867
6883004,b2305,0.022
6881440,b0613,0.103
6884042,b3457,0.186
6883592,b2959,305
6884145,b3565,1.25
6885000,b4621,0.004
6884638,b4115,0
6884695,b4176,0.01
6883612,b2986,0.002
6884067,b3482,1.64
6884156,b3576,0.608
6881008,b0131,95.5
6881653,b0852,0.592
6881823,b1027,0.235
6884324,b3752,43.8
6881957,b1174,742
6883541,b2903,106
6881045,b0169,2298
6880921,b0039,0.233
6882994,b2295,2.51
6884365,b3811,2.05
6883633,b3011,152
6883555,b2919,1.49
6883135,b2450,70.0
6881647,b0846,1.16
6882778,b2063,4.45
6884297,b3725,74.5
6883280,b2600,276
6881080,b0210,0.107
6884648,b4125,0.172
6882871,b2166,0
6881215,b0367,0.012
6883003,b2304,98.0
6882394,b1649,2.23
6881349,b0512,0.204
6883123,b2438,1.41
6882539,b1798,0.002
6882237,b1480,1475
6882739,b2023,117
6884789,b4287,0.164
6882021,b1243,966
6884952,b4526,2.02
6883101,b2416,1041
6884667,b4145,0.547
6881573,b0772,34.0
6883621,b2995,0.028
6881766,b0966,76.8
6881858,b1067,227
6883269,b2584,33.5
6884620,b4095,0.724
6880991,b0114,1219
6883095,b2410,1.1
6882120,b1343,0.425
6881532,b0723,437
6884030,b3445,0
6882174,b1408,0.004
6883261,b2576,75.0
6882043,b1265,0
6881685,b0885,1.27
6883996,b3405,377
6881095,b0227,10.3
6883938,b3345,29.0
6884668,b4146,1.3
6883566,b2930,0.153
6882280,b1527,0
6883877,b3282,47.2
6884940,b4509,0.009
6883925,b3332,0.002
6883454,b2801,0.013
6881813,b1015,13.0
6884269,b3697,36.3
6881687,b0887,12.8
6880925,b0043,0.946
6884019,b3431,11.6
6881425,b0597,30.3
6883507,b2867,1.41
6884902,b4412,0
6880929,b0047,1.95
6883132,b2447,0.6
6881875,b1084,193
6883077,b2385,0.04
6884701,b4182,0.967
6882506,b1765,241
6882302,b1551,0.007
6884874,b4381,341
6884790,b4288,0.011
6884506,b3966,17.5
6884896,b4403,12.0
6881763,b0963,204
6884182,b3603,0.408
6883573,b2939,0
6884875,b4382,110
6881320,b0478,6.1
6882862,b2157,10.9
6881366,b0530,0
6884361,b3806,7.87
6882626,b1885,31.7
6883753,b3144,0.015
6882908,b2206,1.4
6881683,b0882,121
6883364,b2709,0.293
6883194,b2509,1.6
6882931,b2231,250
6881493,b0679,85.8
6882388,b1643,2.47
6882831,b2124,9.46
6884709,b4190,11.8
6884903,b4415,0.032
6884627,b4102,0.496
6881577,b0776,3.35
6882889,b2184,0.267
6884405,b3861,0.008
6881317,b0475,2.67
6881203,b0353,0
6883819,b3212,184
6884495,b3955,8.39
6883414,b2759,0.335
6883952,b3359,228
6883711,b3094,20.7
6881878,b1087,87.2
6881249,b0406,20.4
6883503,b2860,0.148
6884780,b4268,0.168
6882937,b2237,0.172
6884882,b4389,6.18
6883131,b2446,0.004
6881826,b1034,26.3
6881297,b0454,1.46
6884109,b3527,58.7
6881031,b0154,202
6883770,b3161,26.5
6884793,b4291,6.28
6881588,b0787,0.004
6882191,b1428,0.707
6883928,b3335,0
6884148,b3568,2.78
6882838,b2131,278
6881314,b0472,6.94
6882910,b2208,0
6884103,b3521,0.11
6881487,b0662,44.0
6883349,b2689,0
6884281,b3709,0.54
6881076,b0200,21.3
6881562,b0761,26.3
6883975,b3384,306
6883351,b2696,964
6881870,b1079,57.9
6884104,b3522,3.1
6882664,b1929,11.4
6882717,b2000,279
6884566,b4040,2.59
6882886,b2181,7.27
6882629,b1888,148
6881514,b0704,0.003
6882181,b1415,3357
6883169,b2484,0
6884605,b4079,1.12
6884934,b4485,2.0
6881239,b0396,0.094
6884114,b3532,0.529
6884459,b3918,3.11
6881106,b0242,98.8
6881980,b1197,267
6882932,b2232,55.3
6882773,b2058,0.186
6884170,b3590,25.9
6883967,b3376,0.001
6884937,b4502,0
6881399,b0571,98.8
6883146,b2461,0
6882127,b1350,1.69
6882265,b1512,11.6
6881559,b0758,99.1
6880935,b0053,414
6882300,b1549,2.73
6881714,b0914,27.2
6881863,b1072,0.535
6882314,b1563,15.7
6884637,b4114,0.137
6883575,b2942,809
6884055,b3470,32.3
6884169,b3589,0.219
6882977,b2278,2.18
6884763,b4251,2.87
6884220,b3641,22.5
6883747,b3138,0.277
6884936,b4501,0
6884814,b4313,0.737
6882765,b2050,0.082
6883404,b2749,0
6882207,b1445,0
6883623,b2997,3.37
6880907,b0025,22.2
6883617,b2991,0.002
6882899,b2197,1.26
6882179,b1413,6.79
6884442,b3899,0.618
6883274,b2593,51.2
6883860,b3257,0
6881120,b0260,0.842
6880956,b0076,0
6881494,b0680,268
6880946,b0066,1.56
6883460,b2807,0
6883569,b2935,371
6883601,b2971,0.38
6884360,b3805,18.6
6881610,b0809,173
6884309,b3737,173
6881160,b0307,1.28
6881526,b0717,0
6884381,b3829,923
6882426,b1683,20.6
6883358,b2703,0.529
6883306,b2629,0
6884463,b3922,132
6883980,b3389,106
6884142,b3562,0.036
6882465,b1724,99.0
6884616,b4090,12.1
6883553,b2917,1.25
6884825,b4324,2.3
6881328,b0486,0.138
6884471,b3930,1.96
6881064,b0188,10.2
6884024,b3438,22.5
6881764,b0964,0.554
6884851,b4355,81.8
6882153,b1385,0.314
6883534,b2896,3.37
6882461,b1718,691
6884409,b3866,146
6883937,b3344,16.5
6884004,b3413,0.179
6883375,b2720,0.701
6882801,b2089,0
6883467,b2817,0.959
6882643,b1905,378
6881890,b1099,6.38
6884018,b3430,156
6884821,b4320,0.856
6881888,b1097,5.55
6884884,b4391,443
6882279,b1526,0.536
6881579,b0778,34.6
6884801,b4299,0.419
6881315,b0473,335
6882356,b1611,467
6884373,b3821,13.7
6882581,b1840,0.003
6884518,b3987,626
6883948,b3355,42.5
6882698,b1971,11.1
6884489,b3949,0.998
6882965,b2266,800
6884630,b4107,260
6881401,b0573,109
6882117,b1340,5.54
6884840,b4341,0.006
6884478,b3937,0.004
6884460,b3919,2772
6882877,b2172,1.78
6884841,b4345,1.92
6881997,b1214,0.043
6882922,b2220,1.8
6883234,b2549,0.27
6883170,b2485,0.002
6884454,b3911,3.38
6883142,b2457,14.6
6883061,b2369,31.1
6883393,b2738,0.013
6881986,b1203,178
6881834,b1042,109
6884194,b3615,2.93
6882455,b1712,1971
6880919,b0037,0.073
6883084,b2393,19.8
6883193,b2508,587
6884899,b4409,0
6881720,b0920,3.14
6884334,b3772,12.0
6883758,b3149,21.1
6882169,b1402,0.148
6883473,b2823,0
6883971,b3380,0.005
6884383,b3831,913
6881716,b0916,0.037
6883099,b2414,4429
6883942,b3349,422
6883144,b2459,0.157
6884152,b3572,26.0
6881536,b0728,1278
6884671,b4149,43.5
6883470,b2820,0.752
6881927,b1136,1988
6883519,b2879,2.4
6881462,b0637,83.7
6883983,b3392,0.532
6881179,b0328,0
6881894,b1103,614
6883361,b2706,0.019
6882658,b1923,1101
6882527,b1786,2.09
6884204,b3625,8.91
6883670,b3052,159
6881463,b0638,1.29
6882017,b1237,4436
6881746,b0946,0.586
6884788,b4284,0.846
6884822,b4321,0.035
6881318,b0476,1.37
6881071,b0195,12.6
6883840,b3234,212
6882949,b2250,1.95
6884213,b3634,180
6884948,b4518,142
6884602,b4076,0
6884447,b3904,1.73
6882328,b1583,164
6881125,b0267,0.209
6884467,b3926,372
6881014,b0137,0.011
6884260,b3685,0.599
6881926,b1135,3.88
6881923,b1132,28.4
6881498,b0684,291
6884421,b3878,0.229
6884203,b3624,0.715
6881206,b0356,92.3
6884546,b4019,48.4
6883856,b3252,3.82
6883395,b2740,0.472
6882244,b1487,113
6884347,b3788,3.97
6884677,b4155,2.76
6881582,b0781,1.02
6884867,b4374,1.42
6880936,b0054,45.6
6884155,b3575,0.158
6881596,b0795,11.0
6881963,b1180,47.1
6883221,b2536,0.114
6884438,b3895,1.96
6882242,b1485,0.251
6883002,b2303,136
6884698,b4179,76.0
6882385,b1640,12.9
6883113,b2428,18.9
6883163,b2478,190
6884775,b4263,59.6
6882874,b2169,77.5
6882961,b2262,176
6884662,b4140,2.71
6883137,b2452,0
6884785,b4278,1.43
6882312,b1561,0.553
6882927,b2225,0
6883166,b2481,0
6884888,b4395,68.5
6884139,b3559,399
6883081,b2389,0.005
6883970,b3379,0.843
6884930,b4481,0.667
6884621,b4096,1.29
6881235,b0390,91.7
6884150,b3570,0.066
6881922,b1131,326
6884462,b3921,0
6882372,b1627,0.024
6883513,b2873,0.723
6884979,b4567,0
6884247,b3669,19.3
6881155,b0301,0.01
6881483,b0658,99.5
6884634,b4111,31.1
6882898,b2196,0.323
6884181,b3602,123
6883781,b3173,0.143
6881122,b0262,0.243
6881990,b1207,433
6884125,b3544,1376
6883486,b2836,1.77
6881614,b0813,0.835
