internal_id,string_external_id,abundance
6882387,b1642,303
6883827,b3221,44.4
6881725,b0925,5.41
6882979,b2280,0.094
6883477,b2827,95.5
6882576,b1835,1.45
6882808,b2097,627
6882007,b1224,15.2
6881895,b1104,8.99
6881268,b0425,2.85
6881583,b0782,624
6883728,b3115,1.36
6883471,b2821,9.32
6882540,b1799,2.09
6882524,b1783,390
6884520,b3989,0.006
6881327,b0485,32.1
6883294,b2616,2.8
6882859,b2154,19.4
6883199,b2514,276
6882442,b1699,0
6883785,b3178,248
6883035,b2336,0.004
6881181,b0330,3.11
6884824,b4323,39.2
6883366,b2711,0.294
6884016,b3428,99.6
6882640,b1901,269
6883844,b3238,0.131
6883376,b2721,0.711
6882807,b2096,2298
6881575,b0774,13.8
6882800,b2088,0.41
6883424,b2769,0.202
6881651,b0850,0
6882866,b2161,0.386
6883563,b2927,10.0
6882037,b1259,179
6882034,b1256,58.5
6881473,b0648,0
6883308,b2631,0.963
6882995,b2296,428
6883495,b2845,0.035
6881290,b0447,3.23
6883421,b2766,0.149
6884040,b3455,123
6881668,b0867,4.02
6881512,b0700,0.14
6884651,b4128,0.696
6880923,b0041,1.01
6883734,b3121,0.004
6882543,b1802,0
6884639,b4116,0.066
6883954,b3361,72.6
6882101,b1324,1439
6881025,b0148,0.694
6883701,b3084,1.1
6882251,b1494,6.13
6884441,b3898,0.102
6883388,b2733,6.2
6883160,b2475,27.7
6884806,b4304,3.33
6883431,b2778,1.31
6881719,b0919,6.85
6883890,b3297,655
6882683,b1952,0
6882031,b1253,12.6
6883678,b3060,0.165
6883559,b2923,0.051
6883944,b3351,2.95
6881638,b0837,0.444
6881035,b0158,1.32
6884633,b4110,47.1
6881626,b0825,20.2
6883016,b2317,2.44
6884415,b3872,1.03
6883759,b3150,106
6882500,b1759,1.1
6884505,b3965,23.3
6883957,b3364,0
6882199,b1436,0
6884798,b4296,0
6880886,b0002,317
6881262,b0419,168
6883020,b2321,0.876
6880915,b0033,254
6883086,b2395,0.783
6882167,b1399,6.95
6884924,b4475,0.017
6881543,b0735,0
6882340,b1595,1.05
6881850,b1059,63.8
6883872,b3270,0
6882936,b2236,0
6881246,b0403,0.947
6881180,b0329,1112
6883281,b2601,123
6882619,b1878,1.27
6881910,b1119,17.7
6883643,b3023,0.018
6883192,b2507,405
6881175,b0324,1.33
6881511,b0699,70.8
6881221,b0376,1.07
6882945,b2246,0
6884084,b3501,1.41
6884002,b3411,0.003
6884193,b3614,0.402
6882637,b1896,106
6882786,b2071,0.913
6881360,b0524,13.4
6884559,b4032,0.015
6881151,b0295,0.999
6884366,b3812,23.6
6882459,b1716,1386
6884285,b3713,525
6880912,b0030,61.5
6882396,b1651,153
6884736,b4218,5.71
6884330,b3766,0
6884474,b3933,23.1
6883862,b3259,46.4
6883241,b2556,0.43
6882986,b2287,225
6881497,b0683,342
6884890,b4397,42.3
6882839,b2132,39.4
6881791,b0992,0.002
6881699,b0899,0.003
6881126,b0268,11.7
6881304,b0462,38.0
6883689,b3072,4.8
6884160,b3580,0.002
6883630,b3008,201
6881892,b1101,264
6884766,b4254,154
6881474,b0649,0
6882466,b1725,133
6883290,b2610,153
6881230,b0385,0.001
6884960,b4537,90.7
6881770,b0970,0.808
6881281,b0438,223
6884626,b4101,0.028
6882005,b1222,0.692
6881704,b0904,36.2
6881903,b1112,5.51
6881563,b0762,0
6881272,b0429,25.5
6884871,b4378,10.2
6883602,b2972,0.005
6880940,b0060,0.182
6884008,b3417,98.9
6884443,b3900,0.255
6883379,b2724,0.203
6881167,b0315,1.02
6882165,b1397,0.107
6883552,b2916,120
6881754,b0954,720
6882368,b1623,101
6883201,b2516,165
6881758,b0958,0.356
6884288,b3716,0
6882743,b2027,195
6883381,b2726,0.413
6883307,b2630,0.101
6883766,b3157,0.36
6881701,b0901,2.0
6884038,b3453,473
6883425,b2770,9.47
6881060,b0184,2.86
6883611,b2985,0.002
6881303,b0461,0.063
6883497,b2847,0.006
6882565,b1824,0
6882075,b1297,0.494
6883127,b2442,0.08
6882448,b1705,9.01
6882607,b1866,373
6882819,b2108,0
6881709,b0909,0.002
6881828,b1036,0.039
6881707,b0907,1107
6882474,b1733,0.951
6882417,b1674,0.119
6882732,b2016,136
6883238,b2553,215
6882100,b1323,36.6
6884331,b3769,0
6884388,b3836,193
6883568,b2934,0
6881853,b1062,302
6881107,b0243,220
6882391,b1646,52.6
6881523,b0714,1.28
6884110,b3528,40.6
6882119,b1342,14.2
6884472,b3931,251
6881993,b1210,1.91
6884678,b4156,0
6881602,b0801,146
6883053,b2361,0.011
6882030,b1252,30.1
6881390,b0559,5.76
6882893,b2188,2.89
6883262,b2577,0.024
6881528,b0719,0.01
6882070,b1292,8.87
6882220,b1461,65.0
6881456,b0631,898
6883936,b3343,16.0
6883615,b2989,282
6881387,b0556,0.558
6882150,b1382,39.0
6883675,b3057,0.193
6881736,b0936,4.56
6881410,b0582,0.16
6881227,b0382,396
6882686,b1956,1.73
6884068,b3483,0.009
6882009,b1226,1.26
6883078,b2386,0
6882758,b2043,0.422
6880961,b0082,56.7
6882548,b1807,14.7
6883372,b2717,8.43
6883453,b2800,1.42
6881173,b0321,0.866
6882027,b1249,8.5
6884357,b3802,52.4
6882508,b1767,23.8
6881937,b1147,0
6884610,b4084,1.35
6882141,b1373,0.006
6884248,b3670,186
6881102,b0238,82.3
6884375,b3823,0.215
6882789,b2074,1.95
6882239,b1482,1168
6884144,b3564,1.73
6883244,b2559,2.44
6884619,b4094,3.49
6883774,b3165,1053
6884831,b4330,0
6881737,b0937,0.296
6882059,b1281,39.5
6881342,b0504,0.018
6882478,b1737,10.5
6884953,b4527,0
6881919,b1128,124
6881323,b0481,224
6883352,b2697,323
6883402,b2747,6.87
6882777,b2062,0.377
6881380,b0548,0.012
6882063,b1285,0.409
6881785,b0986,0.002
6884134,b3554,277
6883581,b2948,65.2
6883415,b2760,0.109
6883740,b3129,34.7
6883457,b2804,42.1
6881056,b0180,663
6882262,b1507,2.18
6882491,b1750,0.201
6881368,b0532,0.002
6881039,b0162,1.39
6882121,b1344,5.63
6883504,b2861,0.191
6882066,b1288,1064
6884578,b4052,19.9
6884461,b3920,7.16
6882525,b1784,5.12
6882134,b1358,0
6884973,b4555,2.28
6883812,b3205,67.5
6884713,b4194,9.91
6881632,b0831,4.24
6881677,b0876,3.07
6884839,b4340,0.238
6881044,b0168,225
6883565,b2929,0.163
6882516,b1775,0
6882289,b1536,110
6883735,b3124,1.55
6883289,b2609,1482
6883956,b3363,238
6883455,b2802,1.34
6884325,b3753,0.005
6882317,b1566,6.07
6883208,b2523,425
6881859,b1068,12.1
6883540,b2902,1.52
6884174,b3594,3.56
6884761,b4248,6.67
6881880,b1089,2168
6882950,b2251,1.46
6882913,b2211,0.902
6882896,b2194,6.76
6883429,b2776,1.37
6881350,b0513,0
6883370,b2715,0.561
6882755,b2040,75.2
6884710,b4191,6.65
6881710,b0910,152
6881435,b0607,1517
6882261,b1504,0.005
6884404,b3860,296
6881935,b1145,3.62
6884760,b4246,0
6884805,b4303,199
6883906,b3313,761
6884427,b3884,16.8
6881069,b0193,0.114
6881055,b0179,125
6883861,b3258,0.198
6884418,b3875,0.236
6881503,b0689,0.814
6882992,b2293,43.0
6882753,b2038,49.7
6883557,b2921,8.26
6882582,b1841,5.08
6881775,b0976,0.026
6880904,b0022,0.041
6881740,b0940,0.057
6883316,b2643,0
6881845,b1054,0.757
6883927,b3334,0.307
6881809,b1011,0.004
6883521,b2881,2.67
6883094,b2409,1.35
6884959,b4536,11.3
6883200,b2515,123
6882304,b1553,0.116
6882071,b1293,0.594
6882113,b1336,0.012
6884370,b3818,0.045
6881776,b0977,0.003
6884663,b4141,0.051
6884090,b3508,0.628
6884195,b3616,66.5
6883917,b3324,0
6882233,b1476,0.19
6882514,b1773,0.831
6881459,b0634,0.501
6881741,b0941,0
6881121,b0261,9.87
6882583,b1842,8.1
6881830,b1038,48.6
6883266,b2581,148
6881924,b1133,45.9
6884102,b3520,0.002
6884075,b3492,2.38
6883268,b2583,0.081
6884810,b4309,0.394
6881703,b0903,2656
6884543,b4016,7.76
6882001,b1218,10.9
6884379,b3827,0
6883988,b3397,36.0
6881058,b0182,22.5
6883223,b2538,0.001
6883447,b2794,46.8
6881591,b0790,3.12
6882393,b1648,4.12
6883635,b3013,0.361
6883026,b2327,0.02
6883271,b2586,0
6881831,b1039,2.22
6882860,b2155,156
6881644,b0843,0
6882313,b1562,0
6882197,b1434,1.62
6884859,b4363,0
6882250,b1493,446
6884826,b4325,0
6881467,b0642,335
6880894,b0010,0
6880954,b0074,912
6883007,b2308,6.0
6884077,b3494,3.47
6882861,b2156,2.94
6881722,b0922,14.6
6881442,b0615,0.178
6884130,b3550,0.091
6883050,b2357,0.011
6882567,b1826,0
6883863,b3260,0.631
6884911,b4461,4.32
6881192,b0342,2.45
6883107,b2422,38.9
6881772,b0973,15.5
6881866,b1075,2.67
6881018,b0141,0
6884958,b4535,0
6883018,b2319,78.0
6883767,b3158,0.892
6883974,b3383,0.304
6882374,b1629,4.72
6884396,b3847,257
6881419,b0591,0.653
6883750,b3141,0.001
6883516,b2876,0.388
6883186,b2501,36.3
6883411,b2756,0.05
6881615,b0814,381
6882481,b1740,342
6882297,b1545,0.073
6882941,b2242,22.3
6883492,b2842,3.47
6884744,b4227,329
6884275,b3703,528
6882264,b1511,20.9
6881104,b0240,140
6884862,b4366,0.089
6880976,b0097,0.367
6882351,b1606,0.987
6881898,b1107,20.3
6884693,b4174,183
6884746,b4231,0
6881232,b0387,26.7
6883187,b2502,19.1
6881612,b0811,2316
6882736,b2020,174
6881868,b1077,1.58
6881953,b1167,0
6883216,b2531,348
6882951,b2252,34.7
6881549,b0741,271
6883979,b3388,126
6883466,b2813,5.9
6883188,b2503,0.087
6881132,b0274,0.002
6883531,b2893,96.9
6884237,b3659,0.312
6884263,b3688,15.6
6882212,b1450,4.31
6882636,b1895,6.27
6882221,b1462,41.0
6884377,b3825,5.77
6884625,b4100,0
6880944,b0064,3.33
6882170,b1403,0.191
6884044,b3459,10.7
6883722,b3105,15.2
6883791,b3184,0.003
6881112,b0249,0
6883436,b2783,0.157
6883079,b2387,2.51
6882332,b1587,0.447
6883931,b3338,0.082
6881429,b0601,0.025
6881117,b0254,0.166
6884528,b3997,59.7
6883027,b2328,6.52
6882604,b1863,2.5
6884480,b3939,125
6881865,b1074,0.169
6884545,b4018,1.22
6882744,b2028,9.12
6883799,b3192,424
6883325,b2663,0.776
6881984,b1201,0.148
6884061,b3476,2.17
6884756,b4242,5.3
6883051,b2359,0
6881205,b0355,1.92
6882020,b1242,0.038
6884393,b3844,65.3
6884558,b4031,0.009
6882176,b1410,0.035
6883024,b2325,46.7
6883709,b3092,229
6882510,b1769,0
6884680,b4158,0
6883038,b2341,17.7
6882715,b1996,0.148
6881721,b0921,1.07
6883356,b2701,6.6
6882676,b1945,19.2
6884431,b3888,68.0
6883331,b2669,419
6882670,b1939,24.9
6882147,b1379,11.7
6882144,b1376,888
6881597,b0796,2.05
6882863,b2158,0.152
6881909,b1118,3.1
6881531,b0722,192
6883299,b2622,0.063
6883235,b2550,0.002
6883479,b2829,23.5
6884484,b3943,0.415
6883798,b3191,174
6884807,b4305,98.2
6881383,b0551,5.39
6882327,b1582,0
6881053,b0177,136
6881193,b0343,1.36
6884284,b3712,0.629
6883219,b2534,0.001
6882956,b2257,0.004
6882671,b1940,0.734
6884274,b3702,16.9
6884158,b3578,0.093
6882650,b1915,11.1
6882795,b2080,795
6884686,b4167,12.7
6883295,b2617,263
6883578,b2945,0.002
6881603,b0802,4.01
6883776,b3167,378
6880920,b0038,0.151
6881147,b0291,0.324
6884239,b3661,165
6881931,b1140,0.037
6881691,b0891,268
6883172,b2487,0.16
6881013,b0136,0
6882829,b2121,0.717
6882405,b1660,0.212
6883070,b2378,0.446
6881551,b0750,14.5
6884157,b3577,0
6882536,b1795,0
6882783,b2068,2.63
6882142,b1374,1.33
6884723,b4204,0.002
6881424,b0596,49.7
6884928,b4479,6.91
6883719,b3102,143
6884272,b3700,0.676
6881188,b0338,0.113
6882488,b1747,0.458
6884517,b3986,4683
6884318,b3746,9.87
6881656,b0855,15.2
6882069,b1291,0.951
6881128,b0270,0.325
6884673,b4151,1.39
6883249,b2564,87.2
6883291,b2611,2.91
6882696,b1969,4.04
6882708,b1987,0.498
6884076,b3493,19.8
6883525,b2887,0.281
6883990,b3399,3.71
6882803,b2092,288
6883698,b3081,12.3
6883794,b3187,26.5
6882837,b2130,0.064
6882763,b2048,5.12
6883895,b3302,1971
6882272,b1519,40.7
6884885,b4392,61.5
6883445,b2792,11.1
6883309,b2632,0
6883985,b3394,3.07
6884425,b3882,1.28
6884458,b3917,11.7
6884537,b4006,233
6882443,b1700,0
6883851,b3247,12.9
6881962,b1179,107
6884595,b4069,946
6884012,b3423,18.1
6883110,b2425,629
6882258,b1501,0.767
6883312,b2635,0
6882473,b1732,469
6883353,b2698,2.09
6884618,b4093,6.34
6883302,b2625,0.232
6881674,b0873,1.8
6883823,b3216,0.003
6883487,b2837,1.51
6884926,b4477,0.331
6883198,b2513,233
6881944,b1158,0.065
6882853,b2148,2.37
6881843,b1051,378
6881250,b0407,749
6881397,b0569,0.969
6882825,b2114,269
6884106,b3524,17.7
6883339,b2677,16.3
6884271,b3699,190
6881338,b0496,0.771
6884687,b4168,119
6883721,b3104,0.023
6882386,b1641,696
6882610,b1869,2.28
6884354,b3795,1.86
6884554,b4027,0
6883506,b2866,0.67
6881444,b0617,0.991
6881715,b0915,0.354
6883963,b3370,0
6882974,b2275,0
6881178,b0327,0
6884659,b4137,28.0
6880892,b0008,1591
6882128,b1351,0.026
6881684,b0884,1132
6883729,b3116,1.91
6881449,b0622,0.179
6883809,b3202,27.7
6884206,b3627,0.684
6883106,b2421,83.8
6884749,b4234,226
6881131,b0273,10.5
6884226,b3647,0.015
6881781,b0982,2.34
6882848,b2143,304
6883842,b3236,4096
6882062,b1284,59.9
6882035,b1257,472
6882668,b1937,0.011
6883866,b3263,0
6882841,b2134,2.77
6882551,b1810,0.117
6880974,b0095,887
6884435,b3892,3.85
6882976,b2277,1.98
6883212,b2527,50.1
6880971,b0092,27.9
6882056,b1278,0.699
6883682,b3064,8.14
6883865,b3262,0.447
6883096,b2411,31.0
6881960,b1177,26.1
6882507,b1766,3.19
6884767,b4255,392
6882605,b1864,283
6880927,b0045,0.03
6882812,b2101,1.23
6883126,b2441,4.78
6882482,b1741,0.025
6883465,b2812,3.0
6882741,b2025,93.3
6881882,b1091,336
6883347,b2687,2276
6883912,b3319,1215
6882522,b1781,1.52
6882092,b1314,1.32
6882716,b1997,0.191
6883947,b3354,7.91
6882982,b2283,195
6882881,b2176,2.81
6881622,b0821,9.49
6881226,b0381,44.1
6882609,b1868,0.44
6883576,b2943,0.926
6882975,b2276,5.63
6881389,b0558,0
6883083,b2392,27.6
6882166,b1398,1.13
6882423,b1680,57.6
6883242,b2557,223
6884870,b4377,5.55
6883493,b2843,1.25
6883500,b2851,0.003
6883449,b2796,68.9
6882572,b1831,197
6881883,b1092,682
6882186,b1422,78.2
6881572,b0771,0.215
6881835,b1043,110
6884033,b3448,169
6881988,b1205,23.4
6881961,b1178,96.8
6881348,b0511,0
6883793,b3186,824
6880981,b0103,8.53
6881217,b0369,110
6882575,b1834,2.5
6884056,b3471,0.027
6880887,b0003,76.3
6884589,b4063,3.1
6882038,b1260,561
6883527,b2889,4.23
6882125,b1348,0
6882816,b2105,25.9
6883789,b3182,2.97
6883594,b2961,1.81
6881690,b0890,8.66
6883151,b2466,0.721
6884086,b3503,4.45
6881538,b0730,2.57
6881744,b0944,0.005
6883065,b2373,0.793
6883197,b2512,161
6881431,b0603,0.199
6883536,b2898,325
6882644,b1906,0.018
6882939,b2240,21.5
6881856,b1065,0
6882709,b1988,0
6881925,b1134,10.2
6884863,b4367,11.1
6884724,b4206,67.8
6884010,b3421,0.029
6881210,b0361,0.148
6882590,b1849,135
6882895,b2193,34.2
6883835,b3229,543
6882669,b1938,6.9
6882694,b1967,483
6884737,b4219,265
6883893,b3300,60.2
6883655,b3035,146
6884922,b4473,0.252
6884524,b3993,188
6881481,b0656,0.26
6884141,b3561,0.022
6882545,b1804,2.52
6883181,b2496,5.24
6884397,b3848,2.64
6883058,b2366,7.95
6882085,b1307,4.13
6881609,b0808,0.256
6880966,b0087,5.52
6881812,b1014,18.3
6881400,b0572,68.0
6884013,b3424,0.503
6884267,b3693,0.301
6881468,b0643,468
6884166,b3586,0.511
6882454,b1711,0
6881300,b0458,36.6
6883712,b3095,3.4
6881595,b0794,1.21
6882824,b2113,63.6
6881017,b0140,0.046
6883599,b2966,0.008
6882177,b1411,0
6883880,b3287,185
6884021,b3433,734
6882558,b1817,1114
6881951,b1165,1.54
6882208,b1446,232
6881142,b0286,0.023
6881302,b0460,54.9
6880906,b0024,0
6883009,b2310,2194
6883657,b3038,13.0
6883818,b3211,0.063
6883204,b2519,0.001
6882185,b1421,55.6
6881629,b0828,8.89
6881745,b0945,80.3
6883327,b2665,3579
6881148,b0292,1.09
6883567,b2933,0.165
6884784,b4277,0
6884490,b3950,7.88
6883484,b2834,120
6884513,b3982,1090
6882633,b1892,3.23
6881096,b0228,1.52
6884753,b4239,10.6
6882307,b1556,0.014
6884041,b3456,2.79
6882450,b1707,0.054
6883885,b3292,5.5
6882553,b1812,1.67
6883556,b2920,0.352
6881667,b0866,130
6882449,b1706,6.47
6882776,b2061,0
6881129,b0271,0.709
6883595,b2962,1452
6881277,b0434,252
6882209,b1447,0.038
6881902,b1111,4.8
6881958,b1175,581
6884429,b3886,0.132
6882847,b2142,0.175
6881022,b0145,365
6882526,b1785,0.002
6881006,b0129,0.033
6883121,b2436,6.17
6883662,b3043,0
6883483,b2833,79.1
6884919,b4470,0.057
6881978,b1195,0.118
6883619,b2993,9.18
6881441,b0614,0.006
6883616,b2990,0.094
6882404,b1659,0.917
6883152,b2467,11.7
6882285,b1532,0
6881589,b0788,0.014
6884592,b4066,0.06
6883491,b2841,0.292
6882930,b2230,1.39
6882425,b1682,78.1
6884692,b4173,57.0
6880933,b0051,70.0
6882556,b1815,0.568
6881555,b0754,440
6882856,b2151,0.481
6883387,b2732,0.051
6884321,b3749,3.87
6884794,b4292,1.09
6884704,b4185,0
6884126,b3546,2.63
6884337,b3775,291
6880965,b0086,22.9
6883213,b2528,48.9
6880951,b0071,629
6882646,b1908,204
6884165,b3585,0.213
6881857,b1066,15.4
6883409,b2754,0
6884519,b3988,547
6884303,b3731,573
6882046,b1268,0.068
6881240,b0397,1.92
6880901,b0019,3.98
6883229,b2544,0.151
6884556,b4029,0.009
6880996,b0119,42.6
6880977,b0098,195
6884666,b4144,255
6884739,b4221,2.02
6881839,b1047,4.43
6884606,b4080,0.115
6883222,b2537,0.198
6883868,b3265,4.52
6881269,b0426,767
6882311,b1560,0
6881153,b0298,0.235
6883596,b2963,3.9
6884759,b4245,1228
6884570,b4044,0.836
6881245,b0402,0.597
6884786,b4279,0.055
6883499,b2849,0
6883019,b2320,158
6884504,b3964,0
6883155,b2470,0.284
6882456,b1713,199
6884720,b4201,1.76
6884823,b4322,139
6883320,b2647,0.052
6882413,b1670,0
6882155,b1387,0.023
6881367,b0531,0.496
6881189,b0339,0.228
6881836,b1044,0
6882804,b2093,4687
6881283,b0440,3812
6881900,b1109,165
6883725,b3110,0.254
6882006,b1223,1.41
6881540,b0732,0.424
6882362,b1617,1.65
6882821,b2110,0.188
6884314,b3742,134
6883437,b2784,20.7
6883075,b2383,0.031
6883582,b2949,9.27
6882123,b1346,0
6883011,b2312,67.7
6882333,b1588,0.511
6884254,b3676,3.64
6884499,b3959,124
6881593,b0792,1.22
6884502,b3962,172
6884915,b4466,0.159
6881841,b1049,23.3
6883220,b2535,1.02
6882194,b1431,563
6881751,b0951,14.4
6880952,b0072,367
6882912,b2210,1.0
6883418,b2763,253
6883240,b2555,2.59
6883605,b2977,213
6882577,b1836,499
6884550,b4023,37.1
6884214,b3635,1.07
6881914,b1123,528
6881337,b0495,6.49
6881998,b1215,700
6883627,b3003,133
6883732,b3119,0
6881152,b0296,188
6881972,b1189,75.0
6880938,b0058,6.43
6884516,b3985,1165
6882296,b1544,2.59
6882467,b1726,6.77
6884403,b3859,2.02
6882851,b2146,4.71
6881665,b0864,103
6883461,b2808,7.88
6883978,b3387,5.94
6883653,b3033,0.005
6883814,b3207,0.972
6883205,b2520,9.25
6882722,b2005,0.621
6882868,b2163,0.106
6884428,b3885,86.9
6883706,b3089,32.2
6883538,b2900,228
6884294,b3722,0.252
6882427,b1684,38.3
6882458,b1715,0
6882603,b1862,0.124
6883136,b2451,0.521
6881675,b0874,0.049
6882759,b2044,0.142
6881402,b0574,63.2
6882210,b1448,14.7
6882024,b1246,27.7
6884228,b3649,1274
6883321,b2659,9.95
6881254,b0411,100
6882850,b2145,0.049
6883854,b3250,10.9
6881098,b0232,1.25
6882509,b1768,65.2
6882596,b1855,12.8
6883920,b3327,0.152
6881103,b0239,28.2
6884466,b3925,8.22
6883040,b2343,61.7
6881896,b1105,120
6883260,b2575,1.91
6883410,b2755,1.2
6882720,b2003,0
6881566,b0765,15.1
6881871,b1080,0.327
6882095,b1317,0.032
6881973,b1190,26.6
6884597,b4071,1.43
6881797,b0998,0
6882240,b1483,0.288
6882384,b1639,11.2
6881739,b0939,0.034
6880900,b0018,0
6884036,b3451,0.008
6881879,b1088,68.2
6883908,b3315,2706
6881631,b0830,188
6883362,b2707,3.33
6884615,b4089,3.79
6881090,b0222,638
6881820,b1024,0.523
6882286,b1533,0
6884611,b4085,0.756
6883743,b3132,8.44
6880980,b0102,47.6
6882948,b2249,15.1
6881346,b0508,9.58
6884115,b3533,0.095
6883207,b2522,2.4
6883319,b2646,0
6884945,b4515,0
6882205,b1443,0.046
6881231,b0386,218
6881680,b0879,2.17
6882952,b2253,87.0
6884296,b3724,54.6
6884809,b4307,0
6881818,b1022,0.032
6881533,b0724,466
6883272,b2587,41.5
6882350,b1605,1.96
6883350,b2690,14.1
6884653,b4130,0
6884112,b3530,1.01
6884039,b3454,64.7
6882345,b1600,0
6881484,b0659,47.8
6884081,b3498,236
6881168,b0316,0.058
6882662,b1927,23.7
6884448,b3905,0.117
6882809,b2098,0.209
6883360,b2705,0.269
6883297,b2619,3.24
6882770,b2055,0
6881660,b0859,0.162
6881798,b0999,25.8
6881082,b0212,203
6881329,b0487,5.5
6882570,b1829,45.3
6882996,b2297,445
6882718,b2001,0.393
6882492,b1751,0.736
6882293,b1540,4.31
6881810,b1012,0.021
6884799,b4297,1.03
6881712,b0912,1129
6884450,b3907,0
6881876,b1085,0.004
6880888,b0004,530
6883703,b3086,0.621
6882224,b1465,0.588
6882919,b2217,469
6883663,b3044,0.191
6882082,b1304,609
6883080,b2388,163
6884829,b4328,23.1
6881947,b1161,0.005
6884419,b3876,0.001
6882625,b1884,3.26
6882787,b2072,0.004
6880979,b0101,11.9
6884679,b4157,0
6882002,b1219,671
6883544,b2906,16.9
6884369,b3817,0.697
6884925,b4476,0.045
6883509,b2869,3.7
6883692,b3075,1.25
6882578,b1837,0
6881661,b0860,311
6882632,b1891,0.255
6883284,b2604,0.685
6881162,b0310,0.042
6883518,b2878,2.87
6884576,b4050,0.006
6884656,b4133,0.299
6881557,b0756,225
6881786,b0987,0
6883439,b2786,2.11
6883403,b2748,2.42
6882692,b1962,2.22
6882111,b1334,116
6881728,b0928,953
6883406,b2751,156
6884259,b3684,0.002
6884738,b4220,8.01
6883283,b2603,0.522
6881501,b0687,110
6882599,b1858,9.16
6881292,b0449,1.54
6883300,b2623,1.39
6884838,b4337,0.234
6883335,b2673,16.3
6882820,b2109,0.002
6882616,b1875,15.0
6884889,b4396,107
6881411,b0583,0.212
6883808,b3201,172
6880990,b0113,9.89
6884290,b3718,0.813
6884577,b4051,417
6884700,b4181,0
6884131,b3551,11.5
6884708,b4189,23.4
6882788,b2073,0.067
6884135,b3555,0.179
6881033,b0156,178
6881915,b1124,19.7
6882680,b1949,0
6881999,b1216,1.43
6884368,b3816,78.4
6882138,b1365,0.013
6884451,b3908,4237
6883539,b2901,150
6884975,b4558,62.3
6884779,b4267,0.053
6884001,b3410,5.88
6883279,b2599,242
6881200,b0350,0.113
6883407,b2752,110
6881326,b0484,63.3
6882060,b1282,5.64
6884171,b3591,7.89
6884147,b3567,0.269
6884917,b4468,1.75
6883769,b3160,9.92
6884175,b3596,0
6881364,b0528,274
6881051,b0175,0.51
6881118,b0256,0.846
6881759,b0959,0.089
6883606,b2979,1.05
6884748,b4233,47.1
6884159,b3579,0.105
6884382,b3830,206
6881330,b0488,3.13
6882781,b2066,49.5
6882109,b1332,0
6883141,b2456,0
6883800,b3193,24.6
6882569,b1828,1.15
6884043,b3458,318
6882084,b1306,12.0
6884684,b4162,146
6882485,b1744,1.13
6882503,b1762,0.001
6881851,b1060,0
6880964,b0085,61.7
6883343,b2683,0
6881654,b0853,2.15
6884216,b3637,1940
6882944,b2245,0.969
6882997,b2298,0.044
6884424,b3881,0.829
6883959,b3366,0.013
6881036,b0159,125
6881265,b0422,106
6882457,b1714,439
6883481,b2831,1.19
6884487,b3946,1.55
6883428,b2775,0.219
6882320,b1571,0.1
6881352,b0515,16.1
6883960,b3367,0.526
6882283,b1530,3.32
6883593,b2960,101
6883100,b2415,1399
6883028,b2329,68.1
6884017,b3429,211
6884279,b3707,0
6882301,b1550,665
6882137,b1363,0
6884105,b3523,71.2
6882499,b1758,0.184
6884305,b3733,783
6882738,b2022,133
6881111,b0248,0
6881182,b0331,86.2
6881743,b0943,0
6881023,b0146,1.56
6882589,b1848,37.9
6884846,b4350,10.2
6882971,b2272,0.308
6883494,b2844,6.54
6880889,b0005,0
6883434,b2781,3.66
6884026,b3440,71.5
6883699,b3082,3.28
6884974,b4557,2.38
6883036,b2339,0
6883422,b2767,0
6884351,b3792,0.026
6883545,b2907,4.84
6883833,b3227,0.013
6884988,b4595,9.01
6882126,b1349,0.34
6881996,b1213,0.181
6882087,b1309,0.151
6882253,b1496,0.7
6881948,b1162,4.64
6883864,b3261,140
6883672,b3054,37.5
6881547,b0739,10.7
6881309,b0467,1.53
6882331,b1586,158
6883609,b2983,3.72
6882793,b2078,1.19
6884199,b3620,4.2
6882451,b1708,1.18
6882613,b1872,2.5
6883469,b2819,2.72
6881247,b0404,1.76
6884847,b4351,6.49
6882761,b2046,0.006
6882960,b2261,3.87
6884167,b3587,0.041
6881016,b0139,0.872
6882914,b2212,2.77
6884702,b4183,0.071
6880960,b0081,8.95
6882330,b1585,1.0
6883508,b2868,0.886
6884049,b3464,183
6880984,b0107,0.189
6882256,b1499,0
6883008,b2309,602
6884287,b3715,0.143
6882045,b1267,232
6881285,b0442,0.007
6884096,b3514,2.04
6884183,b3604,0.03
6881194,b0344,18.5
6883737,b3126,3.08
6883001,b2302,51.8
6884327,b3755,22.5
6883184,b2499,162
6883533,b2895,17.2
6881278,b0435,218
6884898,b4407,22.4
6883825,b3219,0
6883986,b3395,0.231
6882245,b1488,0.456
6881869,b1078,3.63
6884852,b4356,0.001
6884392,b3843,38.4
6883340,b2678,7.51
6882719,b2002,0
6884301,b3729,215
6884712,b4193,0
6881207,b0357,116
6883850,b3244,84.3
6882681,b1950,0
6880893,b0009,56.7
6881955,b1171,10.1
6883618,b2992,0.35
6883543,b2905,76.3
6884295,b3723,0.401
6881671,b0870,107
6884121,b3540,40.6
6881788,b0989,0.015
6881780,b0981,6.09
6884672,b4150,3.27
6883419,b2764,163
6882710,b1990,36.4
6882171,b1404,0.846
6884221,b3642,4.97
6882728,b2012,16.9
6882216,b1454,2.14
6881159,b0306,1.06
6883072,b2380,0.603
6883330,b2668,39.8
6883474,b2824,0
